,ISBN,Book-Title,Book-Author,Publisher,Image-URL-S,Image-URL-M,Image-URL-L,Publication_Date,Year-Of-Publication
34215,038531695X,The Ghost,Danielle Steel,Dell,http://images.amazon.com/images/P/038531695X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/038531695X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/038531695X.01.LZZZZZZZ.jpg,1997-01-01,1997.0
34223,0688084915,Nothing Lasts Forever,Sidney Sheldon,Harpercollins Childrens Books,http://images.amazon.com/images/P/0688084915.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0688084915.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0688084915.01.LZZZZZZZ.jpg,1994-01-01,1994.0
34224,0688121004,The Stars Shine Down,Sidney Sheldon,Harpercollins,http://images.amazon.com/images/P/0688121004.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0688121004.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0688121004.01.LZZZZZZZ.jpg,1992-01-01,1992.0
34225,0688166911,Tell Me Your Dreams,Sidney Sheldon,William Morrow,http://images.amazon.com/images/P/0688166911.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0688166911.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0688166911.01.LZZZZZZZ.jpg,1998-01-01,1998.0
34227,0688084893,The Doomsday Conspiracy,Sidney Sheldon,William Morrow &amp; Company,http://images.amazon.com/images/P/0688084893.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0688084893.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0688084893.01.LZZZZZZZ.jpg,1991-01-01,1991.0
34231,0064408647,"The Ersatz Elevator (A Series of Unfortunate Events, Book 6)",Lemony Snicket,HarperCollins,http://images.amazon.com/images/P/0064408647.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0064408647.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0064408647.01.LZZZZZZZ.jpg,2001-01-01,2001.0
34232,0064407683,"The Wide Window (A Series of Unfortunate Events, Book 3)",Lemony Snicket,HarperCollins,http://images.amazon.com/images/P/0064407683.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0064407683.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0064407683.01.LZZZZZZZ.jpg,2000-01-01,2000.0
34236,0553154540,Charlie and the Chocolate Factory,Roald Dahl,Yearling Books,http://images.amazon.com/images/P/0553154540.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553154540.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553154540.01.LZZZZZZZ.jpg,1984-01-01,1984.0
34240,0451188764,Rose Madder,Stephen King,New Amer Library,http://images.amazon.com/images/P/0451188764.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451188764.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451188764.01.LZZZZZZZ.jpg,1996-01-01,1996.0
34256,0670805149,Lake Wobegon Days,Garrison Keillor,Penguin USA,http://images.amazon.com/images/P/0670805149.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0670805149.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0670805149.01.LZZZZZZZ.jpg,1985-01-01,1985.0
34258,0821728334,Masquerade,Lowell Cauffiel,Zebra Books,http://images.amazon.com/images/P/0821728334.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0821728334.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0821728334.01.LZZZZZZZ.jpg,1989-01-01,1989.0
34259,0449222489,Tales from Margaritaville: Fictional Facts and Factual Fictions,Jimmy Buffett,Fawcett Books,http://images.amazon.com/images/P/0449222489.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449222489.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449222489.01.LZZZZZZZ.jpg,1993-01-01,1993.0
34290,0743477154,Postmortem,Patricia Cornwell,Pocket,http://images.amazon.com/images/P/0743477154.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743477154.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743477154.01.LZZZZZZZ.jpg,2003-01-01,2003.0
34320,0451200101,The Experiment,John Darnton,Signet Book,http://images.amazon.com/images/P/0451200101.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451200101.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451200101.01.LZZZZZZZ.jpg,2000-01-01,2000.0
34322,0451176723,Mitigating Circumstances,Nancy Taylor Rosenberg,Signet Book,http://images.amazon.com/images/P/0451176723.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451176723.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451176723.01.LZZZZZZZ.jpg,1993-01-01,1993.0
34365,0679401431,The Last Don,Mario Puzo,Random House Inc,http://images.amazon.com/images/P/0679401431.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679401431.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679401431.01.LZZZZZZZ.jpg,1996-01-01,1996.0
34370,0684871270,The Blue Nowhere : A Novel,Jeffery Deaver,Simon &amp; Schuster,http://images.amazon.com/images/P/0684871270.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684871270.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684871270.01.LZZZZZZZ.jpg,2001-01-01,2001.0
34383,0060177233,Everything to Gain,Barbara Taylor Bradford,Harpercollins,http://images.amazon.com/images/P/0060177233.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060177233.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060177233.01.LZZZZZZZ.jpg,1994-01-01,1994.0
34428,0449243761,Kane &amp; Abel,Jeffrey Archer,Not Avail,http://images.amazon.com/images/P/0449243761.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449243761.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449243761.01.LZZZZZZZ.jpg,1981-01-01,1981.0
34441,0446355518,Seduction,Art Bourgeau,Warner Books,http://images.amazon.com/images/P/0446355518.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446355518.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446355518.01.LZZZZZZZ.jpg,1989-01-01,1989.0
34463,0446604402,The Laws of Our Fathers,Scott Turow,Warner Books,http://images.amazon.com/images/P/0446604402.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446604402.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446604402.01.LZZZZZZZ.jpg,1997-01-01,1997.0
34470,0449911020,The First Horseman,John Case,Ballantine Books,http://images.amazon.com/images/P/0449911020.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449911020.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449911020.01.LZZZZZZZ.jpg,1998-01-01,1998.0
34477,0689826990,Hatchet,Gary Paulsen,Simon Pulse,http://images.amazon.com/images/P/0689826990.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0689826990.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0689826990.01.LZZZZZZZ.jpg,1999-01-01,1999.0
34507,0395404258,The Handmaid's Tale,Margaret Atwood,Houghton Mifflin,http://images.amazon.com/images/P/0395404258.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0395404258.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0395404258.01.LZZZZZZZ.jpg,1986-01-01,1986.0
34673,0771091931,The Edible Woman,MARGARET ATWOOD,New Canadian Library,http://images.amazon.com/images/P/0771091931.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0771091931.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0771091931.01.LZZZZZZZ.jpg,1973-01-01,1973.0
34699,0553117467,All Things Wise and Wonderful,James Herriot,Bantam Doubleday Dell,http://images.amazon.com/images/P/0553117467.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553117467.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553117467.01.LZZZZZZZ.jpg,,
34705,0399236295,"Redwall (Redwall, Book 1)",Brian Jacques,Philomel Books,http://images.amazon.com/images/P/0399236295.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399236295.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399236295.01.LZZZZZZZ.jpg,2000-01-01,2000.0
34727,0553101838,"Protein Power: The High-Protein/Low Carbohydrate Way to Lose Weight, Feel Fit, and Boost Your Health-in Just Weeks!","Michael R., MD Eades",Bantam,http://images.amazon.com/images/P/0553101838.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553101838.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553101838.01.LZZZZZZZ.jpg,1996-01-01,1996.0
34747,0060179457,Honor Among Thieves,Jeffrey Archer,Harpercollins,http://images.amazon.com/images/P/0060179457.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060179457.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060179457.01.LZZZZZZZ.jpg,1993-01-01,1993.0
34764,0330306065,The Talisman,Lynda La Plante,Trans-Atlantic Publications,http://images.amazon.com/images/P/0330306065.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0330306065.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0330306065.01.LZZZZZZZ.jpg,1988-01-01,1988.0
34771,0399143025,10 Lb. Penalty,Dick Francis,Putnam Pub Group,http://images.amazon.com/images/P/0399143025.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399143025.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399143025.01.LZZZZZZZ.jpg,1997-01-01,1997.0
34777,0525945261,Cold Case,Stephen White,Dutton Books,http://images.amazon.com/images/P/0525945261.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0525945261.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0525945261.01.LZZZZZZZ.jpg,1999-01-01,1999.0
34778,0399140824,Come to Grief,Dick Francis,Putnam Pub Group,http://images.amazon.com/images/P/0399140824.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399140824.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399140824.01.LZZZZZZZ.jpg,1995-01-01,1995.0
34782,0399143653,Guilty Pleasures,Lawrence Sanders,Putnam Pub Group,http://images.amazon.com/images/P/0399143653.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399143653.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399143653.01.LZZZZZZZ.jpg,1998-01-01,1998.0
34787,052594575X,The Hearing,John T. Lescroart,Dutton Books,http://images.amazon.com/images/P/052594575X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/052594575X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/052594575X.01.LZZZZZZZ.jpg,2001-01-01,2001.0
34794,037542167X,Reunion,Alan Lightman,Pantheon Books,http://images.amazon.com/images/P/037542167X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/037542167X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/037542167X.01.LZZZZZZZ.jpg,2003-01-01,2003.0
34867,0425164349,Timequake,Kurt Vonnegut,Berkley Publishing Group,http://images.amazon.com/images/P/0425164349.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425164349.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425164349.01.LZZZZZZZ.jpg,1998-01-01,1998.0
34901,0843950293,Violets Are Blue,Ronda Thompson,Leisure Books,http://images.amazon.com/images/P/0843950293.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0843950293.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0843950293.01.LZZZZZZZ.jpg,2002-01-01,2002.0
34936,0671568833,Kill and Tell,Linda Howard,Pocket Books,http://images.amazon.com/images/P/0671568833.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671568833.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671568833.01.LZZZZZZZ.jpg,1998-01-01,1998.0
34942,0380789884,Pearl Cove (Donovan),Elizabeth Lowell,Avon,http://images.amazon.com/images/P/0380789884.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380789884.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380789884.01.LZZZZZZZ.jpg,2000-01-01,2000.0
34948,0345447395,The President's Daughter,Mariah Stewart,Ivy Books,http://images.amazon.com/images/P/0345447395.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345447395.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345447395.01.LZZZZZZZ.jpg,2002-01-01,2002.0
34953,0380819171,Head Over Heels,Susan Andersen,Avon,http://images.amazon.com/images/P/0380819171.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380819171.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380819171.01.LZZZZZZZ.jpg,2002-01-01,2002.0
34965,0553139800,Texas,Dana Fuller Ross,Bantam Doubleday Dell,http://images.amazon.com/images/P/0553139800.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553139800.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553139800.01.LZZZZZZZ.jpg,,
34982,0380789957,Eden Burning,Elizabeth Lowell,Avon,http://images.amazon.com/images/P/0380789957.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380789957.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380789957.01.LZZZZZZZ.jpg,2002-01-01,2002.0
34983,0425180654,The Other Woman,Patricia Kay,Berkley Publishing Group,http://images.amazon.com/images/P/0425180654.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425180654.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425180654.01.LZZZZZZZ.jpg,2001-01-01,2001.0
35023,0515119644,The Judge,Steven Paul Martini,Jove Books,http://images.amazon.com/images/P/0515119644.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515119644.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515119644.01.LZZZZZZZ.jpg,1996-01-01,1996.0
35065,0061054259,Summer Light,Elyse Guttenberg,Harpercollins,http://images.amazon.com/images/P/0061054259.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061054259.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061054259.01.LZZZZZZZ.jpg,1995-01-01,1995.0
35216,0553269305,Sudden Death,Rita Mae Brown,Bantam Books,http://images.amazon.com/images/P/0553269305.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553269305.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553269305.01.LZZZZZZZ.jpg,1984-01-01,1984.0
35218,3426616904,About a Boy,Nick Hornby,Distribooks,http://images.amazon.com/images/P/3426616904.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3426616904.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3426616904.01.LZZZZZZZ.jpg,2002-01-01,2002.0
35237,0671880594,Until You,Judith McNaught,Pocket Books,http://images.amazon.com/images/P/0671880594.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671880594.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671880594.01.LZZZZZZZ.jpg,1994-01-01,1994.0
35359,0060195703,Long Time No See,Susan Isaacs,HarperCollins Publishers,http://images.amazon.com/images/P/0060195703.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060195703.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060195703.01.LZZZZZZZ.jpg,2001-01-01,2001.0
35392,0380818639,The Conquest,Edith Layton,HarperTorch,http://images.amazon.com/images/P/0380818639.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380818639.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380818639.01.LZZZZZZZ.jpg,2001-01-01,2001.0
35420,0425071278,Night Chills,Dean R. Koontz,Berkley Publishing Group,http://images.amazon.com/images/P/0425071278.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425071278.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425071278.01.LZZZZZZZ.jpg,1983-01-01,1983.0
35447,0345345975,Heat,Ed McBain,Ballantine Books,http://images.amazon.com/images/P/0345345975.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345345975.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345345975.01.LZZZZZZZ.jpg,1987-01-01,1987.0
35455,1559277254,Hard Eight : A Stephanie Plum Novel (A Stephanie Plum Novel),Janet Evanovich,Audio Renaissance,http://images.amazon.com/images/P/1559277254.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1559277254.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1559277254.01.LZZZZZZZ.jpg,2002-01-01,2002.0
35502,0679403612,Saint Maybe,Anne Tyler,Random House Inc,http://images.amazon.com/images/P/0679403612.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679403612.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679403612.01.LZZZZZZZ.jpg,1991-01-01,1991.0
35518,0399146334,Easy Prey,John Sandford,Putnam Berkley Audio,http://images.amazon.com/images/P/0399146334.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399146334.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399146334.01.LZZZZZZZ.jpg,2000-01-01,2000.0
35524,0380447436,No Greater Love,Patricia Gallagher,Avon Books,http://images.amazon.com/images/P/0380447436.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380447436.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380447436.01.LZZZZZZZ.jpg,1979-01-01,1979.0
35525,0385261470,Minotaur,Stephen Coonts,Bantam Dell Pub Group,http://images.amazon.com/images/P/0385261470.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385261470.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385261470.01.LZZZZZZZ.jpg,1989-01-01,1989.0
35528,050552354X,Dark Desire (Paranormal Romance),Christine Feehan,Love Spell,http://images.amazon.com/images/P/050552354X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/050552354X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/050552354X.01.LZZZZZZZ.jpg,1999-01-01,1999.0
35542,0553472348,The Chamber,John Grisham,Random House Audio,http://images.amazon.com/images/P/0553472348.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553472348.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553472348.01.LZZZZZZZ.jpg,1994-01-01,1994.0
35575,0618101365,Interpreter of Maladies,Jhumpa Lahiri,Houghton Mifflin Company,http://images.amazon.com/images/P/0618101365.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0618101365.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0618101365.01.LZZZZZZZ.jpg,2000-01-01,2000.0
35585,0099760118,Beloved,Toni Morrison,Vintage Books,http://images.amazon.com/images/P/0099760118.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0099760118.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0099760118.01.LZZZZZZZ.jpg,,
35589,0140295569,High Fidelity,Nick Hornby,Penguin Books Ltd,http://images.amazon.com/images/P/0140295569.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140295569.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140295569.01.LZZZZZZZ.jpg,2001-01-01,2001.0
35636,0553801880,Slightly Shady,Amanda Quick,Bantam Books,http://images.amazon.com/images/P/0553801880.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553801880.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553801880.01.LZZZZZZZ.jpg,2001-01-01,2001.0
35638,0060198753,Moving Target,Elizabeth Lowell,William Morrow &amp; Company,http://images.amazon.com/images/P/0060198753.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060198753.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060198753.01.LZZZZZZZ.jpg,2001-01-01,2001.0
35641,0399142185,Executive Orders,Tom Clancy,Putnam Publishing Group,http://images.amazon.com/images/P/0399142185.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399142185.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399142185.01.LZZZZZZZ.jpg,1996-01-01,1996.0
35643,0425137562,Silent Prey,John Sandford,Berkley Publishing Group,http://images.amazon.com/images/P/0425137562.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425137562.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425137562.01.LZZZZZZZ.jpg,2000-01-01,2000.0
35656,0553575953,Floaters,Joseph Wambaugh,Bantam Books,http://images.amazon.com/images/P/0553575953.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553575953.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553575953.01.LZZZZZZZ.jpg,1997-01-01,1997.0
35704,0515135739,Eleventh Hour: An FBI Thriller (FBI Thriller (Jove Paperback)),Catherine Coulter,Jove Books,http://images.amazon.com/images/P/0515135739.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515135739.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515135739.01.LZZZZZZZ.jpg,2004-01-01,2004.0
35735,0380732661,The Ritual Bath (Peter Decker &amp; Rina Lazarus Novels (Paperback)),Faye Kellerman,Avon,http://images.amazon.com/images/P/0380732661.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380732661.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380732661.01.LZZZZZZZ.jpg,1999-01-01,1999.0
35766,0373218540,Dangerous,Nora Roberts,Silhouette,http://images.amazon.com/images/P/0373218540.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373218540.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373218540.01.LZZZZZZZ.jpg,2002-01-01,2002.0
35770,0373825048,"Tyler #4: Monkey Wrench (Tyler, No. 4)",Nancy Martin,Harlequin,http://images.amazon.com/images/P/0373825048.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373825048.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373825048.01.LZZZZZZZ.jpg,1992-01-01,1992.0
35790,0694521108,Mistaken Identity,Lisa Scottoline,HarperAudio,http://images.amazon.com/images/P/0694521108.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0694521108.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0694521108.01.LZZZZZZZ.jpg,1999-01-01,1999.0
35802,0380789892,Midnight in Ruby Bayou,Elizabeth Lowell,Avon,http://images.amazon.com/images/P/0380789892.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380789892.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380789892.01.LZZZZZZZ.jpg,2001-01-01,2001.0
35803,0553584375,No One to Trust,IRIS JOHANSEN,Bantam,http://images.amazon.com/images/P/0553584375.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553584375.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553584375.01.LZZZZZZZ.jpg,2003-01-01,2003.0
35810,0743467132,High Tide,Jude Deveraux,Pocket,http://images.amazon.com/images/P/0743467132.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743467132.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743467132.01.LZZZZZZZ.jpg,2003-01-01,2003.0
35814,1551662736,Rising Tides,Emilie Richards,Mira,http://images.amazon.com/images/P/1551662736.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1551662736.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1551662736.01.LZZZZZZZ.jpg,1997-01-01,1997.0
35824,0671776800,Paradise,Judith McNaught,Pocket,http://images.amazon.com/images/P/0671776800.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671776800.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671776800.01.LZZZZZZZ.jpg,1992-01-01,1992.0
35851,0515118559,True Betrayals,Nora Roberts,Jove Books,http://images.amazon.com/images/P/0515118559.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515118559.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515118559.01.LZZZZZZZ.jpg,1996-01-01,1996.0
35933,0061001058,Spring Moon: A Novel of China,Bette Bao Lord,HarperTorch,http://images.amazon.com/images/P/0061001058.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061001058.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061001058.01.LZZZZZZZ.jpg,1994-01-01,1994.0
35945,055323224X,A Separate Peace,John Knowles,Bantam Pr Ltd,http://images.amazon.com/images/P/055323224X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/055323224X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/055323224X.01.LZZZZZZZ.jpg,1975-01-01,1975.0
36012,0394549953,Ransom,Jay McInerney,Random House Inc,http://images.amazon.com/images/P/0394549953.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0394549953.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0394549953.01.LZZZZZZZ.jpg,1985-01-01,1985.0
36026,0670822485,Summer Light,Roxana Robinson,Penguin USA,http://images.amazon.com/images/P/0670822485.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0670822485.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0670822485.01.LZZZZZZZ.jpg,1988-01-01,1988.0
36111,0804105979,The Midnight Club,James Patterson,Ivy Books,http://images.amazon.com/images/P/0804105979.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0804105979.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0804105979.01.LZZZZZZZ.jpg,1990-01-01,1990.0
36117,0688058914,Lie Down With Lions,Ken Follett,Smithmark Pub,http://images.amazon.com/images/P/0688058914.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0688058914.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0688058914.01.LZZZZZZZ.jpg,1986-01-01,1986.0
36163,0385299281,Whispers,Belva Plain,Bantam Dell Pub Group,http://images.amazon.com/images/P/0385299281.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385299281.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385299281.01.LZZZZZZZ.jpg,1993-01-01,1993.0
36167,1560549785,Cold Fire,Dean R. Koontz,Thorndike Press,http://images.amazon.com/images/P/1560549785.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1560549785.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1560549785.01.LZZZZZZZ.jpg,1992-01-01,1992.0
36169,0312928831,The Choice,Barry Reed,St. Martin's Press,http://images.amazon.com/images/P/0312928831.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312928831.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312928831.01.LZZZZZZZ.jpg,1992-01-01,1992.0
36207,0786865644,Parallel Lies,Ridley Pearson,Hyperion,http://images.amazon.com/images/P/0786865644.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786865644.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786865644.01.LZZZZZZZ.jpg,2001-01-01,2001.0
36224,0380702843,The Return of the Indian (Indian in the Cupboard),Lynne Reid Banks,HarperTrophy,http://images.amazon.com/images/P/0380702843.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380702843.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380702843.01.LZZZZZZZ.jpg,1999-01-01,1999.0
36334,1551669056,Between Friends,Debbie Macomber,Mira,http://images.amazon.com/images/P/1551669056.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1551669056.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1551669056.01.LZZZZZZZ.jpg,2002-01-01,2002.0
